阿尔河	aar(n.);
逮捕	arrest(n.)|arrestment(n.)|[俚]lag(v.)|[俚]nab(vt.);
阻止	arrest(n.)|arrestment(n.)|[棋]check(vt.)|checker(v.)|checkmate(v.)|circumvent(vt.)|debar(vt.)|deter(vt.)|discountenance(vt.)|discourage(vt.)|dispute(n.)|foil(vt.)|forestall(vt.)|interrupt(vt.)|prevent(v.)|prevention(n.)|prohibit(v.)|repress(v.)|restrain(v.)|retard(n.)|retardation(n.)|stem(v.)|throwback(n.);
捕拿者	arrester(n.);
避雷器	arrester(n.);
逮捕者	arrestor(n.);
拘捕者	arrestor(n.);
捕集器	arrestor(n.);
无节律	arrhythmia(n.);
使欢喜	arride(v.)|gladden(v.);
使满足	arride(v.)|content(vt.)|gratify(vt.);
棱	arris(n.);
抵达	arrival(n.);
到达者	arrival(n.);
到达	arrive(vi.)|compass(vt.)|gain(v.)|reach(v.);
傲慢	arrogance(n.)|arrogant(adj.)|assuming(adj.)|bloated(adj.)|haughtily(adv.)|haughtiness(n.)|haughty(adj.)|insolence(n.)|insolent(adj.)|overbearing(adj.)|overweening(adj.)|pertly(adv.)|pertness(n.)|petulance(n.)|pompous(adj.)|proudly(adv.)|saucily(adv.)|sauciness(n.)|saucy(adj.)|snooty(adj.)|supercilious(adj.)|swaggeringly(adv.);
憯称	arrogate(vt.);
冒称	arrogate(vt.);
僭称	arrogation(n.);
霸占	arrogation(n.)|dispossess(vt.)|usurpation(n.);
矢	arrow(n.);
箭	arrow(n.);
箭头	arrowhead(n.);
慈姑	[植]arrowhead(n.);
葛	[植]arrowroot(n.);
葛粉	[植]arrowroot(n.);
矢的	arrowy(adj.);
矢状	arrowy(adj.);
屁股	arse(n.)|backside(n.);
武器库	arsenal(n.);
兵工厂	arsenal(n.);
砷	[化]arsenic(n.);
砒霜	[化]arsenic(n.);
砷化物	arsenide(n.);
强音部	arsis(n.);
上拍	arsis(n.);
纵火	arson(n.);
纵火者	arsonist(n.);
六零六	arsphenamine(n.);
艺术	art(n.)|artistic(adj.);
美术	art(n.);
诡计	art(n.)|artifice(n.)|[美]flimflam(n.)|trick(n.)|underplot(n.)|wile(n.);
动脉	[解]artemisia(n.)|arterial(adj.)|[解]artery(n.);
细动脉	arteriole(n.);
动脉炎	arteritis(n.);
命脉	[解]artery(n.);
干线	[解]artery(n.)|main(n.)|trunk(n.);
关节炎	arthritis(n.);
关节	[解]arthrosis(n.)|articulation(n.)|articulatory(adj.)|joint(n.);
亚瑟	arthur(n.);
朝鲜蓟	artichoke(n.);
物品	article(n.)|matter(n.);
条款	article(n.)|clause(n.)|item(n.);
文章	article(n.)|composition(n.)|pen(n.);
冠词	[文]article(n.);
发音	articulation(n.)|pronounce(v.)|pronounced(v.)|pronouncing(adj.)|pronunciation(n.);
分节	articulatory(adj.)|segment(n.);
人工品	artifact(n.);
加工品	artifact(n.);
人造	artifical(adj.);
虚伪	artifical(adj.)|bathos(n.)|false(adj.)|falsehood(n.)|mendacious(adj.)|mendacity(n.)|untruth(n.);
谋略	artifice(n.)|ruse(n.);
技工	artificer(n.)|artisan(n.)|craftsman(n.)|mechanic(n.)|workman(n.);
人工	artificial(adj.)|artificially(adv.);
不自然	artificiality(n.);
人工化	artificialize(v.);
人为	artificially(adv.);
炮术家	artillerist(n.);
炮手	artillerist(n.)|artilleryman(n.)|cannoneer(n.)|gunner(n.);
炮兵	artillerist(n.)|artillery(n.);
大炮	artillery(n.)|cannon(n.)|ordnance(n.);
偶蹄类	artiodactyla(n.);
工匠	artisan(n.)|handicraftsman(n.)|tradesman(n.)|workman(n.);
艺术家	artist(n.);
美术家	artist(n.);
艺人	[法]artiste(n.);
风雅	artistic(adj.)|tastily(adv.);
朴质	artless(adj.);
粗笨	artless(adj.)|blundering(adj.);
朴实	artlessness(n.)|homely(adj.);
艺术品	artwork(n.);
美术品	artwork(n.);
…处所	ary;
…之人	ary;
印欧语	aryan(n.);
像	as(adv.)|figure(n.)|image(n.)|likeness(n.)|resemble(v.)|statue(n.);
如	as(adv.)|atlantean(n.);
当	as(adv.);
石绵	asbestine(adj.)|[矿]asbestos(n.)|asbestus(n.);
石棉	asbestus(n.);
蛔虫	[动]ascarid(n.)|roundworm(n.);
上	ascend(v.)|ascending(adj.)|mount(v.);
昇	ascend(v.)|[美俗]hoist(vt.)|unfurl(v.);
登	ascend(v.)|mount(v.);
优越	ascendancy(n.)|ascendant(n.)|predominant(adj.)|primely(adv.)|superiority(n.);
上昇	ascendant(adj.)|ascending(adj.)|ascension(n.)|ascensive(adj.)|ascent(n.)|assurgent(adj.)|climb(n.)|upswing(n.)|uptrend(n.);
升天节	ascensiontide(n.);
攀登	ascent(n.)|climb(n.);
苦行	asceticism(n.)|penitentially(adv.)|selftorture(n.);
阿斯堪	ascham(n.);
海鞘类	ascidian(n.);
归因於	ascribe(v.);
归与	ascription(n.);
子囊	ascus(n.);
阿斯迪	asdic(n.);
无性别	asexuality(n.);
灰	ash(n.);
梣	[植]ash(n.);
秦皮	[植]ash(n.);
灰的	ashen(adj.)|ashy(adj.);
梣的	ashen(adj.);
岸上	ashore(adv.);
烟灰缸	ashtray(n.);
灰色	ashy(adj.)|gray(n.)|gray(adj.)|grizzled(adj.);
亚洲	[地]asia(n.);
侧	aside(adv.)|askew(adv.)|side(n.);
旁边	aside(adv.)|side(n.);
旁白	[剧]aside(n.);
愚钝	asininity(n.)|blunt(adj.)|brainless(adj.)|dull(adj.)|obtuse(adj.);
问	ask(vt.)|asking(n.)|inquire(v.)|query(v.);
质问	ask(vt.)|inquire(v.)|interpellation(n.)|interrogate(v.)|interrogation(n.)|[文]interrogative(adj.)|query(n.)|questioningly(adv.);
要求	ask(vt.)|call(n.)|claim(n.)|demand(n.)|desire(vt.)|instance(sing.)|postulation(n.)|request(v.)|require(v.)|required(v.);
横	askance(adv.)|askew(adv.)|breadthways(adv.)|broadways(adv.)|broadwise(adv.);
斜	askance(adv.)|askew(adv.)|aslant(adv.)|awry(adj.)|bias(adj.);
发问者	asker(n.)|questioner(n.)|questionmaster(n.);
请求者	asker(n.)|requester(n.);
歪	askew(adv.)|awry(adj.);
寻问	asking(n.);
倾	aslant(adv.);
睡着	asleep(adj.)|sleeping(adj.);
阿苏卡	asoka(n.);
芦笋	asparagus(n.);
局面	aspect(n.)|complexion(n.)|conjuncture(n.)|phase(n.)|phases(n.)|phasic(adj.);
体	aspect(n.);
态	aspect(n.);
洒水礼	asperges(n.);
洒水刷	aspergillum(n.);
粗糙	asperity(n.)|coarse(adj.)|crude(adj.)|harsh(adj.)|harshly(adv.)|raspy(adj.)|rough(n.)|roughly(adv.)|roughness(n.)|ruder(adj.)|rudest(adj.);
严酷	asperity(n.)|astringency(n.)|cold(adj.)|grim(adj.)|grimly(adv.)|rigorous(adj.);
中伤	asperse(vt.)|aspersion(n.)|backbiting(n.)|calumniation(n.)|calumniatory(adj.)|defamation(n.)|defame(vt.)|innuendo(n.)|scandal(n.)|slander(n.)|slander(v.)|stabbed(v.)|traduce(v.);
洒	aspersion(n.)|besprinkle(v.)|spill(v.)|sprinkle(v.);
诽谤	aspersion(n.)|backbiting(n.)|defamatory(adj.)|libel(n.)|libel(vt.)|malign(vt.)|obloquy(n.)|slur(n.)|snide(adj.)|traduce(v.)|vilification(n.)|vilify(v.)|vituperative(adj.);
柏油	asphalt(n.)|asphaltic(adj.)|tar(n.);
沥青	asphalt(n.)|[矿]bitumen(n.)|bituminous(adj.);
涂柏油	asphalt(vt.);
不圆	aspheric(n.);
日光兰	asphodel(n.);
水仙	asphodel(n.)|[植]daffodil|[植]nacrcissus(n.);
窒息	asphyxial(adj.)|asphyxiation(n.)|suffocation(n.);
昏厥	asphyxial(adj.);
使窒息	asphyxiate(v.)|smoother(v.)|strangle(v.)|throttle(v.);
肉冻	aspic(n.)|jelly(n.);
叶兰	aspidistra(n.);
吸出	aspirate(vt.)|suckout(n.);
吸气器	aspirator(n.);
横目	asquint(adj.);
驴	ass(n.);
傻子	ass(n.)|ninny(n.)|simpleton(n.)|softy(n.);
袭击	assail(vt.)|assault(v.)|attempt(n.)|incursion(n.)|onfall(n.)|raid(n.)|smite(v.)|stoop(n.);
凶手	assailant(n.)|cutthroat(n.)|murderer(n.);
阿萨姆	assam(n.);
开垦	assart(n.)|assart(n.)|assart(v.)|cultivate(vt.)|reclaim(v.);
暗杀者	assassin(n.);
暗杀	assassinate(v.)|assassination(n.)|thuggee(n.);
刺客	assassinator(n.)|triggerman(n.);
攻击	assault(n.)|attack(n.)|hammer(v.)|knock(v.)|offence(n.)|offensive(n.)|offensive(adj.)|onset(n.)|pelt(v.);
突袭	assault(n.)|assault(v.)|pounce(v.)|raid(n.);
化验	assay(n.);
试金者	assayer(n.);
试金	assaying(n.);
装配	assemblage(n.)|assemble(v.)|assembled(v.)|fitting(n.)|rig(v.);
组合	assembled(v.)|set(n.)|weave(v.);
组合器	assembler(n.);
集会	assembly(n.)|convention(n.)|gathering(n.)|meeting(n.)|party(n.);
议员	assemblyman(n.)|councilor(n.);
附和	assentation(n.);
同意者	assentient(n.)|consenter(n.)|sympathizer(n.);
赞成者	assentient(n.);
维护	assert(vt.);
明言	assertion(n.)|professed(adj.)|professedly(adv.)|protestation(n.);
确言	assertive(adj.)|asseverate(vt.);
估值	assess(v.);
徵收	assess(v.)|collect(v.)|impose(vt.)|levy(vt.);
评定	assessment(n.);
资产	asset(n.)|assets(n.)|substance(n.);
劝勉	assiduous(adj.);
愚弄	assify(v.)|befool(v.)|borak(n.)|deride(vt.)|flout(n.)|fool(vt.)|hoax(n.)|ridicule(n.)|ridicule(v.)|scoff(n.)|scoff(v.)|spoof(n.)|twit(v.);
分配人	assigner(n.);
指定人	assigner(n.);
作业	assignment(n.);
让与人	assignor(n.)|conveyer(n.)|grantor(n.)|transferor(n.)|transferrer(n.);
同化	assimilate(v.);
消化	assimilate(v.)|digest(v.)|digestion(n.);
使联合	associate(v.);
结交	associate(v.)|mix(v.);
夥伴	associate(adj.)|associator(n.)|bedfellow(n.)|company(n.)|comrade(n.)|yokefellow(n.);
伙伴	associate(n.)|companion(n.)|fellow(n.)|mate(n.)|[俚]pal(n.)|sodality(n.);
同事	associate(n.)|colleague(n.)|fellow(n.)|staff(n.);
关联	associated(adj.)|relating(v.)|relationship(n.)|relevancy(n.);
公会	association(n.);
社员	associator(n.)|member(n.);
分类	assoeted(adj.)|assortment(n.)|categorize(v.)|classification(n.)|classify(vt.)|sort(v.)|systematization(n.);
补偿	assoil(v.)|atonement(n.)|compensate(v.)|compensation(n.)|recoup(v.)|recover(v.)|redeeming(adj.)|repair(v.)|reparation(n.);
配齐	assort(v.);
相配	assort(v.)|suitable(adj.)|suitably(adv.);
配合	assortment(n.)|conjugate(v.)|match(vt.);
多半	assumably(adv.)|mainly(adv.)|maybe(n.)|mostly(adv.);
揽	assume(vt.);
承担	assume(vt.)|engage(v.);
采取	assumption(n.);
臆测	assumption(n.)|surmise(v.);
保证	assurance(n.)|assure(vt.)|assuring(adj.)|ensure(vt.)|guarantee(n.)|guarantee(vt.)|insurance(n.)|insure(vt.)|pledge(n.)|pledge(v.)|plight(v.)|sponsion(n.)|surety(n.)|undertake(v.)|undertaking(n.)|undertook(v.)|wager(v.)|warranty(n.);
保险	assurance(n.)|assure(vt.)|ensure(vt.)|indemnity(n.)|insurance(n.)|safety(n.);
确实	assured(adj.)|assuredly(adv.)|assuredness(n.)|authentically(adv.)|certain(adj.)|certainty(n.)|exactly(adv.)|indeed(adv.)|positively(adv.)|positivity(n.)|quotha(int.)|safely(adv.)|strictly(adv.)|sure(adv.)|sureness(n.)|tangibility(n.)|truer(adj.)|truest(adj.)|truth(n.)|undoubted(adj.)|unfailing(adj.);
确信	assureding(adj.)|assuredly(adv.)|assuredness(n.)|assuring(adj.)|certitude(n.)|persuasion(n.)|positivity(n.)|sure(adj.);
无疑	assuredly(adv.)|certainly(adv.)|doubtless(adv.)|indubitable(adj.)|questionless(adj.)|sure(adv.)|undonely(adv.)|undoubted(adj.)|unquestionably(adv.);
自信	assuredness(n.)|confidence(n.)|confident(adj.)|selfassurance(n.)|selfconfidence(n.);
亚述	assyria(n.)|assyrian(adj.);
亚述人	assyrian(n.);
石厄	astatine(n.);
紫苑	[植]aster(n.);
星号*	asterisk(n.);
三星标	asterism(n.);
星群	[天]asterism(n.);
小游星	asteroid(n.);
小行星	asteroid(n.)|planetoid(n.);
海盘车	asteroid(n.)|starfish(n.);
星状	asteroid(n.);
岩流圈	asthenosphere(n.);
气喘病	[医]asthma(n.);
散光	astigmatic|astigmatism(n.);
乱视眼	astigmatism(n.);
哄动	astir(adj.);
起床	astir(adj.)|up(adj.);
无口	astomatous(adj.);
跨	astraddle(adv.)|bestraddle(v.);
星的	astral(adj.)|sidereal(adj.)|stellar(adj.);
多星	astral(adj.);
星界	astral(adj.);
迷路	astray(adj.);
堕落	astray(adj.)|backslid(v.)|backslidden(v.)|backslide(vi.)|decadence(n.)|degeneracy(n.)|degenerate(vi.)|degeneration(n.)|depravity(n.)|lapse(vi.)|[古]miscreant(adj.)|[喻]molder(vi.)|pejoration(n.)|perversion(n.)|scrofulous(adj.);
绑	astrict(v.)|bind(v.)|ligature(vt.)|ties(v.);
束缚	astrict(v.)|astriction(n.)|bind(v.)|bondage(n.)|bridle(n.)|captivity(n.)|cramp(n.)|manacle(n.)|manacle(vt.)|restrain(v.)|restraint(n.)|shackle(v.)|thrall(n.)|tie(n.)|trammel(n.);
限制	astrict(v.)|astriction(n.)|bound(v.)|confine(vt.)|confinement(n.)|limit(n.)|limit(v.)|limitation(n.)|modification(n.)|modify(vt.)|qualification(n.)|restrainedly(adv.)|restrict(v.)|restrictedly(adv.)|restriction(n.)|restrictive(adj.)|straiten(v.);
便秘	astriction(n.)|[医]constipation(n.)|costive(adj.);
跨着	astride(adv.);
缩	astringe(v.)|crinkle(n.);
使收缩	astringe(v.);
使收敛	astringe(v.);
收敛性	astringency(n.);
收敛剂	astringent(n.);
占星家	astrologer(n.);
占星	astrological(adj.);
占星术	astrology(n.);
太空人	astronaut(n.)|spaceman(n.);
天文学	astronomy(n.)|uranology(n.);
精明	astuteness(n.)|politic(adj.)|shrewd(adj.)|wisely(adv.);
南美	asuncion(n.);
折断	asunder(adv.)|clasis;
异步	[理]asychronism(n.);
收容所	asylum(n.);
庇护	asylum(n.)|shelter(n.)|shelter(v.);
不对称	asymmetric(n.)|asymmetry(n.);
不均匀	asymmetry(n.);
不称	asymmetry(n.);
渐近线	asymptote(n.);
在	at(pre.)|be(vi.)|on(adv.);
於	at(pre.);
以	at(pre.)|with(pre.)|withal(pre.);
疟涤平	atabrine(n.);
工作室	atelier(n.)|workroom(n.);
画室	atelier(n.);
雅典娜	athena(n.);
雅典人	athenian(n.);
雅典	athens(n.);
不透热	athermancy(n.);
运动员	athlete(n.);
运动	athletic(adj.)|athletics(n.)|drive(n.)|exercise(n.)|kinesis|[理]kinetic(adj.)|motion(n.)|motive(adj.)|movement(n.)|offensive(n.)|sport(n.)|sport(adj.);
体育	athletics(n.)|gymnastic(n.)|gymnastics(n.);
招待会	athome(n.);
横过船	athwartships(adv.);
挺着矛	atilt(adv.);
刺痛	atingle(adj.)|prickle(n.);
结果	ation|consequence(n.)|culum|effect(n.)|eventuate(vi.)|ment|mony|outcome(n.)|product(n.)|progeny(v.)|result(n.)|sequel(n.)|upshot(n.);
趋向	ative|run(n.)|temper(n.)|tendency(n.);
地图集	atlas(n.);
呼吸	atman(n.)|breath(n.)|breathe(v.)|breathing(n.)|respiration(n.);
分气	atmolysis(n.);
汽化计	atmometer(n.);
大气	atmosphere(n.)|atmospheric(adj.);
天电	[电]atmospherics(n.);
环礁	atoll(n.);
原子	atom(n.)|atomic;
微粒	atomic;
原子数	atomicity(n.);
原子学	atomics(n.);
雾化器	atomiser(n.);
原子论	atomism(n.);
原子化	atomization(n.);
喷雾器	atomizer(n.)|pulverizer(n.)|spray(n.);
无调性	atonality(n.);
镇定剂	[医]atonic(n.);
平音	[语]atonic(adj.);
清音	[语]atonic(adj.);
弛缓	atony(n.);
在顶上	atop(adv.);
中院	atrium(n.)|quadrangle(n.);
中庭	atrium(n.);
心房	atrium(n.);
的阴性	atrix;
凶暴	atrocious(adj.)|sanguinarily(adv.);
残忍	atrocious(adj.)|atrocity(n.)|barbarous(adj.)|bloodiness(n.)|bloodthirsty(adj.)|bloody(adj.)|brutality(n.)|cruel(adj.)|cruelly(adv.)|ferocious(adj.)|ferocity(n.)|grim(adj.)|inhumanity(n.)|merciless(adj.)|ruffian(adj.)|ruthless(adj.)|sanguinariness(n.);
凶恶	atrocity(n.)|fierce(adj.)|nefarious(adj.)|ruffian(adj.);
萎缩	atrophic(adj.)|atrophy(n.)|shrink(n.)|shrink(v.);
萎缩症	atrophy(n.);
颠茄硷	[化]atropine(n.);
使属於	attach(v.);
拘留	attach(v.)|[美]hold(n.)|imprison(vt.)|imprisonment(n.)|internment(n.);
随员	[法]attache(n.)|attendant(n.)|follower(n.)|suite(n.);
依恋	attached(v.);
附着	attachment(n.)|stuck(v.);
着手	attack(n.)|[美]gooff(n.)|undertook(v.);
选	attain(v.);
独得	attain(v.);
节能	attainment(pl.);
玫瑰油	attar(n.);
使缓和	attemper(v.);
调度	attemper(v.);
尝试	attempt(vt.)|experiment(n.)|trial(adj.)|try(n.)|whack(n.);
企图	attempt(vt.)|brew(v.)|contemplation(n.)|design(n.)|intend(vt.)|purpose(v.)|tryon(n.);
试	attempt(n.);
努力	attempt(n.)|effort(n.)|exertion(n.)|strive(v.)|struggle(n.)|struggle(v.)|struggled(v.)|struggling(adj.)|struggling(v.)|tug(v.);
出席者	attendance(n.);
随行	attendant(adj.);
参加者	attendant(n.)|[美]entry(n.)|participant(n.);
留心	attention(n.)|care(n.)|mindful(adj.)|precaution(n.)|regardful(adj.)|ware(v.)|warily(adv.);
周到	attentive(adj.)|attentively(adv.)|attentiveness(n.)|wary(adj.);
殷勤	attentive(adj.)|attentively(adv.)|attentiveness(n.)|blandly(adv.)|hospitality(pl.)|politely(adv.)|redcarpet(adj.);
稀释药	attenuant(n.);
变稀薄	attenuate(v.);
稀薄	attenuate(adj.)|attenuation(n.)|faint(adj.)|rareness(n.)|tenuity(n.)|tenuous(adj.)|washiness(n.);
减弱	attenuating(n.)|recede(v.)|subdue(v.);
衰减器	attenuator(n.);
使发誓	attest(v.);
证明书	attestation(n.)|testimonial(n.);
证人	attestor(n.)|voucher(n.)|witness(n.);
证明者	attestor(n.)|certifier(n.)|voucher(n.);
阁楼	attic(n.)|mezzanine(n.);
匈奴王	attila(n.);
服装	attire(n.)|costume(n.)|garb(n.)|rig(n.);
态度	attitude(n.)|bearing(n.)|behavior(n.)|demeanor(n.)|demeanour(n.)|deportment(n.)|gesture(n.)|manner(n.)|mien(n.)|posture(n.)|presence(n.)|sort(n.);
姿势	attitude(n.)|gesticulation(n.)|gesture(n.)|poise(n.)|pose(n.)|posetion(n.)|postural(adj.)|posture(n.);
引力	[理]attraction(n.)|gravitation(n.);
归因	attribute(vt.);
属性	attribute(n.);
定语	[文]attribute(n.)|[文]attributive(adj.);
消耗	attrition(n.)|consume(v.)|consumption(n.)|tabes(n.);
摩擦	attrition(n.)|fricative(adj.)|friction(n.)|rub(n.)|rub(v.)|rubbed(v.)|rubbing(n.);
调	attune(v.);
不合型	atypical(adj.);
不定形	atypical(adj.);
破格	atypical(adj.);
奥克兰	auckland(n.);
拍卖	auction(n.)|sale(n.);
拍卖人	auctioneer(n.);
厚颜	audacity(n.)|barefacedness(n.)|boldfaced(adj.)|cheeky(adj.);
可听到	audibility(n.);
能听度	audibility(n.);
可闻度	audibility(n.);
可听性	audibleness(n.);
听众	audience(n.)|auditory(n.);
观众	audience(n.)|[美俗]customer(pl.)|spectator(n.);
谒见	audience(n.)|interview(n.);
声频	audio(n.);
音频	audio(adj.);
声波圆	audiogram(n.);
听觉学	audiology(n.);
听力表	audiometer(n.);
视听	audiovisual(n.);
利听器	audiphone(n.);
试听	audition(v.);
耳朵	auditive(adj.);
查帐	auditorial(adj.);
大会堂	auditorium(n.);
礼堂	auditorium(n.);
欧蕊	audrey(n.);
螺丝钻	auger(n.);
增大	augment(n.)|augmentation(n.)|grow(v.)|growth(n.)|increase(n.)|swell(n.)|wax(v.);
占卜师	augur(n.);
占卜	augur(v.)|augury(n.)|mancy|soothsaying(n.);
卜占	augural(adj.);
前兆	augural(adj.)|boding(n.)|harbinger(n.)|portent(n.)|portentous(adj.)|precursory(adj.)|preindication(n.)|premonitor(n.)|premonitory(adj.);
占兆	augury(n.);
预言	augury(n.)|[俗]divine(v.)|forecast(vt.)|foretell|oracle(n.)|predict(v.)|prediction(n.)|prognosticate(v.)|prognostication(n.)|prophecy(n.)|prophesy(v.)|pythonic(adj.)|soothsaying(n.)|vatic(adj.)|vaticinal(adj.)|vaticinate(v.)|vaticination(n.);
八月	august(n.);
威严	[a-]august(adj.)|authoritatively(adv.)|dignity(n.)|majestic(adj.)|majesty(n.)|stateliness(n.);
海鸦	[动]auk(n.);
小海雀	auklet(n.);
伯母	aunt(n.)|auntie(n.)|aunty(n.);
叔母	aunt(n.)|auntie(n.)|aunty(n.);
姑妈	aunt(n.)|auntie(n.)|aunty(n.);
姨妈	aunt(n.)|auntie(n.)|aunty(n.);
气味	aura(n.)|aurae(n.)|odor(n.)|savor(n.)|scent(n.)|smell(n.)|tincture(n.)|tinge(n.)|wind(n.);
耳的	aural(adj.)|auricular(n.);
金色	aureate(adj.)|golden(adj.);
璨烂	aureate(adj.);
镀金	aureate(adj.)|plate(v.)|plated(adj.)|plating(n.);
蛹	aurelia(n.)|pupa(n.);
光环	aureola(n.)|aureole(n.);
晕	aureola(n.)|faint(vi.)|halo(n.);
光轮	aureole(n.);
金霉素	aureomycin(n.);
金的	auric(adj.)|aurous(adj.);
外耳	auricle(n.);
有耳	auricled(adj.);
耳状	auricular(n.)|auriform(adj.);
心耳	auricular(n.);
产金	auriferous(adj.);
含金	auriferous(adj.)|aurous(adj.);
御夫座	[天]auriga(n.)|wagoner(n.);
耳科医	aurist(n.);
署光	aurora(n.)|auroral(adj.);
极光	aurora(n.);
金	[拉化]aurum(n.)|gold(n.);
听诊	auscultate(v.)|auscultation(n.)|auscultatory(adj.)|stethoscopy(n.);
听诊者	auscultator(n.);
听诊器	auscultator(n.)|stethoscope(n.);
吉兆	auspice(n.);
澳洲人	aussie(n.);
严格	austere(adj.)|austerity(n.)|exact(adj.)|exactitude(n.)|gruff(adj.)|particular(adj.)|priggery(n.)|rigid(adj.)|rigor(n.)|rigorous(adj.)|severe(adj.)|severity(n.)|sternly(adv.)|sternness(n.)|straitlaced(adj.)|straitly(adv.)|strictly(adv.)|strictness(n.);
节约	austere(adj.)|austerity(n.)|economy(n.)|husband(vt.)|save(n.)|scrimp(v.)|thrift(n.);
南的	austral(adj.);
南国	austral(adj.);
大洋洲	australasia(n.);
南洋洲	australasia(n.);
澳洲	australia(n.);
南极光	australis(n.);
奥地利	austria(n.);
可信	authentic(adj.)|bilievable(adj.)|credible(adj.);
真正	authentically(adv.)|genuine(adj.)|veritably(adv.)|very(adj.);
确实性	authenticity(n.)|credibility(n.)|trustworthiness(n.)|validity(n.);
真实性	authenticity(n.);
作家	author(n.)|writer(n.);
着者	author(n.)|authorial(adj.);
女作家	authoress(n.);
权威	authority(n.);
权限	authority(n.)|[法]competence(n.)|purview(n.);
授权	authorization(n.)|authorize(vt.)|empower(vt.);
委任	authorization(n.)|delegate(vt.)|delegation(n.);
汽车	[美俗]auto(n.)|autocar(n.)|[美]automobile(n.)|automotive(adj.)|car(n.)|motor(n.)|motorcar(n.);
自传	autobiographic|autobiography(n.);
独立	autocephalous(adj.)|independence(n.)|independently(adv.)|selfhelp(n.)|swaraj(n.);
土生	autochthonal(adj.)|autochthonism(n.)|sedentary(adj.);
土产	autochthonism(n.)|native(n.)|souvenir(n.);
